timestamp_ms,ir_value
1762090812514.8152,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762090812538.989,entry 0x400805b4
1762090812683.073,E (17) i2c.master: I2C hardware NACK detected
1762090812688.401,E (17) i2c.master: I2C transaction unexpected nack detected
1762090812694.8928,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762090812701.9702,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762090812705.373,MAX30102 not found. Check wiring and power.
1762090828611.052,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762090828634.76,entry 0x400805b4
1762090828778.668,E (17) i2c.master: I2C hardware NACK detected
1762090828783.742,E (17) i2c.master: I2C transaction unexpected nack detected
1762090828790.564,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762090828797.082,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762090828801.077,MAX30102 not found. Check wiring and power.
