timestamp_ms,ir_value
1762091442793.387,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762091442817.471,entry 0x400805b4
1762091442961.329,E (17) i2c.master: I2C hardware NACK detected
1762091442966.766,E (17) i2c.master: I2C transaction unexpected nack detected
1762091442973.34,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762091442980.0652,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762091442983.8828,MAX30102 not found. Check wiring and power.
1762091475909.605,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762091475933.178,entry 0x400805b4
1762091476077.1301,E (17) i2c.master: I2C hardware NACK detected
1762091476082.608,E (17) i2c.master: I2C transaction unexpected nack detected
1762091476092.969,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762091476096.132,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762091476099.55,MAX30102 not found. Check wiring and power.
1762091476935.2852,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762091476959.305,entry 0x400805b4
1762091477103.55,E (17) i2c.master: I2C hardware NACK detected
1762091477108.4548,E (17) i2c.master: I2C transaction unexpected nack detected
1762091477115.447,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762091477121.9348,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762091477125.694,MAX30102 not found. Check wiring and power.
1762091477875.24,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762091477899.1448,entry 0x400805b4
1762091478043.37,E (17) i2c.master: I2C hardware NACK detected
1762091478048.6072,E (17) i2c.master: I2C transaction unexpected nack detected
1762091478055.106,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762091478062.062,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762091478065.591,MAX30102 not found. Check wiring and power.
1762091478776.352,ets Jul 29 2019 12:21:46
rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
configsip: 0, SPIWP:0xee
mode:DIO, clock div:1
load:0x3fff0030,len:4980
load:0x40078000,len:16612
load:0x40080400,len:3480
1762091478800.2961,entry 0x400805b4
1762091478944.322,E (17) i2c.master: I2C hardware NACK detected
1762091478949.893,E (17) i2c.master: I2C transaction unexpected nack detected
1762091478964.345,E (17) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
1762091478965.7012,E (22) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
1762091478966.927,MAX30102 not found. Check wiring and power.
